name,subCategory,address,postalCode,phone,hours,description
"OcTAVE / Job Club, IMH",Day Rehabilitation,"10 Buangkok View, Singapore 539747",539747,,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,Type: Health | Website: https://www.imh.com.sg/Locate-Us/OcTAVE-Outpatient-Rehabilitation-Centre/Pages/default.aspx
One Spine Chiropractic Singapore - Clementi,Day Rehabilitation,"321 Clementi Ave 3, #02-04, Singapore 129905",129905,+65 6259 9463,"Monday: 10:00 AM – 2:00 PM, 4:00 – 8:00 PM; Tuesday: 10:00 AM – 2:00 PM, 4:00 – 8:00 PM; Wednesday: 10:00 AM – 2:00 PM, 4:00 – 8:00 PM; Thursday: 10:00 AM – 2:00 PM, 4:00 – 8:00 PM; Friday: 10:00 AM – 2:00 PM, 4:00 – 8:00 PM; Saturday: 10:00 AM – 3:00 PM; Sunday: 10:00 AM – 3:00 PM",Type: Chiropractor | Website: https://www.onespine.sg/
Onsite Health Chiropractic & Physiotherapy (Novena),Day Rehabilitation,"10 Sinaran Dr, Unit 10-02 Novena Medical Centre, Singapore 307506",307506,+65 8223 6258,Monday: 8:30 AM – 8:00 PM; Tuesday: 8:30 AM – 8:00 PM; Wednesday: 8:30 AM – 8:00 PM; Thursday: 8:30 AM – 8:00 PM; Friday: 8:30 AM – 6:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: 10:00 AM – 5:00 PM,Type: Chiropractor | Website: https://www.onsitehealth.sg/?utm_source=GBP&utm_medium=organic
Oriental Therapy Pte Ltd,Day Rehabilitation,"354 Alexandra Rd, #01-16 Alexis on, Singapore 159948",159948,+65 6334 1678,Monday: 9:00 AM – 10:30 PM; Tuesday: 9:00 AM – 10:30 PM; Wednesday: 9:00 AM – 10:30 PM; Thursday: 9:00 AM – 10:30 PM; Friday: 9:00 AM – 10:30 PM; Saturday: 9:00 AM – 10:30 PM; Sunday: 9:00 AM – 10:30 PM,Type: Massage service | Website: https://orientaltherapy.sg/
Our Tampines Hub,Day Rehabilitation,"1 Tampines Walk, Singapore 528523",528523,+65 6340 3636,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,Type: Community center | Website: https://www.pa.gov.sg/our-network/our-tampines-hub/our-tampines-hub/
Parkway Rehab @ Camden Medical,Day Rehabilitation,"1 Orchard Blvd, #09-03/04, Singapore 248649",248649,+65 6235 9482,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: 8:30 AM – 2:30 PM; Sunday: Closed,Type: Health | Website: https://www.mountelizabeth.com.sg/rehabilitation/overview
Parkway Rehab @ Gleneagles Hospital,Day Rehabilitation,"6A Napier Rd, #03/39-40 Gleneagles Hospital Annexe Block, Singapore 258500",258500,+65 6470 5715,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: 8:00 AM – 12:00 PM; Sunday: Closed,Type: Health | Website: https://www.gleneagles.com.sg/rehabilitation/overview
Parkway Rehab @ Mount Elizabeth Novena Hospital,Day Rehabilitation,"38 Irrawaddy Rd, Singapore 329563",329563,+65 6933 1050,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: 8:30 AM – 12:30 PM; Sunday: Closed,Type: Health | Website: https://www.mountelizabeth.com.sg/rehabilitation/overview
Parkway Rehab @ Paragon Medical,Day Rehabilitation,"290 Orchard Road, #18-07/09 Paragon Medical, Tower 1 Lift Lobby F, Singapore 238859",238859,+65 6307 7950,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: 8:30 AM – 12:30 PM; Sunday: Closed,Type: Medical clinic | Website: https://www.mountelizabeth.com.sg/rehabilitation/overview
Parkway Rehab @ Parkway East Hospital,Day Rehabilitation,"321 Joo Chiat Pl, Singapore 427990",427990,+65 6340 8738,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: 8:00 AM – 12:00 PM; Sunday: Closed,Type: Health | Website: https://www.mountelizabeth.com.sg/rehabilitation/overview
Parkway Rehab @ Republic Plaza,Day Rehabilitation,"9 Raffles Pl, #02-11/12 Republic Plaza, Singapore 048619",048619,+65 6371 1589,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: 8:00 AM – 12:00 PM; Sunday: Closed,Type: Health | Google Maps: https://maps.google.com/?cid=5832513759691023379&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Parkway Rehab @ Royal Square,Day Rehabilitation,"101 Irrawaddy Rd, #18-07/08, Singapore 329565",329565,+65 6933 1050,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: 8:30 AM – 12:30 PM; Sunday: Closed,Type: Health | Website: https://www.mountelizabeth.com.sg/rehabilitation/overview
Parkway Rehab @ The Woodleigh Mall,Day Rehabilitation,"11 Bidadari Park Dr, #02-27 The Woodleigh Mall, Singapore 367803",367803,+65 6229 6863,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: 8:30 AM – 5:30 PM; Sunday: Closed,Type: Medical clinic | Website: https://www.parkwaymedicentre.com.sg/contact-us
Phoenix Rehab Physio & Hand (TAMPINES),Day Rehabilitation,"9 Tampines Grande, #01-20 Asia Green, Singapore 528735",528735,+65 8780 9608,Monday: 9:00 AM – 6:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 4:00 PM; Sunday: 9:00 AM – 4:00 PM,Type: Physical therapist | Website: https://phoenixrehabgroup.com/tampines
Physio And Sole Clinic (Bukit Timah),Day Rehabilitation,"170 Upper Bukit Timah Rd, #09-02 Shopping Centre, Singapore 588179",588179,+65 6463 9110,Monday: 8:15 AM – 6:30 PM; Tuesday: 8:15 AM – 9:00 PM; Wednesday: 8:15 AM – 6:30 PM; Thursday: 8:15 AM – 8:00 PM; Friday: 8:30 AM – 6:30 PM; Saturday: 8:00 AM – 6:00 PM; Sunday: Closed,Type: Physical therapist | Website: https://physioandsole.com.sg/
Physio Therapy Singapore Collective,Day Rehabilitation,"101 Telok Ayer St, #03-01, Singapore 068574",068574,+65 8088 1876,Monday: 7:00 AM – 9:00 PM; Tuesday: 7:00 AM – 9:00 PM; Wednesday: 7:00 AM – 9:00 PM; Thursday: 7:00 AM – 9:00 PM; Friday: 7:00 AM – 9:00 PM; Saturday: 8:00 AM – 8:00 PM; Sunday: 8:00 AM – 8:00 PM,Type: Physical therapist | Website: https://www.physiotherapysgc.com/
Pinnacle Family Clinic (Woodlands),Day Rehabilitation,"#01-06 Woodlands Drive 16, blk 573 Tel 67601623, Singapore 730573",730573,+65 6760 1623,"Monday: 8:00 AM – 5:00 PM, 6:00 – 10:00 PM; Tuesday: 8:00 AM – 3:00 PM, 5:00 – 9:30 PM; Wednesday: 8:00 AM – 3:00 PM, 5:00 – 9:30 PM; Thursday: 8:00 AM – 3:00 PM, 5:00 – 9:30 PM; Friday: 8:00 AM – 3:30 PM, 6:00 – 10:00 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: 9:00 AM – 12:00 PM, 6:30 – 9:30 PM",Type: Medical Center | Website: http://www.pinnaclefamilyclinic.com.sg/
Private Space Medical (Novena Specialist Centre),Day Rehabilitation,"8 Sinaran Dr, #05-21 Novena Specialist Centre (Oasia Hotel, Singapore 307470",307470,+65 6979 8735,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: 9:00 AM – 5:00 PM,Type: Doctor | Website: https://www.privatespace.com.sg/
Qinetic Wellness Rehab & Sports Therapy,Day Rehabilitation,"170 Upper Bukit Timah Rd, #05-10 Shopping Centre, Singapore 588179",588179,+65 9088 8677,,Type: Massage service | Website: http://www.qineticwellness.com/
RAPID PHYSIOCARE @ KOVAN,Day Rehabilitation,"988 Upper Serangoon Rd, #01-01 Stars of Kovan, Singapore 534733",534733,+65 6904 4900,Monday: 8:00 AM – 7:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 8:00 AM – 7:00 PM; Saturday: 8:00 AM – 7:00 PM; Sunday: 8:00 AM – 5:00 PM,Type: Physical therapist | Website: https://rapidphysiocare.com/
Raffles Rehabilitation Centre - Raffles Specialist Centre,Day Rehabilitation,"585 N Bridge Rd, Level 12 Raffles Specialist Centre - Bugis, Singapore 188770",188770,+65 6311 2350,Monday: 8:30 AM – 6:00 PM; Tuesday: 8:30 AM – 6:00 PM; Wednesday: 8:30 AM – 6:00 PM; Thursday: 8:30 AM – 6:00 PM; Friday: 8:30 AM – 6:00 PM; Saturday: 8:30 AM – 1:00 PM; Sunday: Closed,Type: Health | Website: https://www.rafflesmedicalgroup.com/services/specialist-centres/rehabilitation/
Rapha Physiotherapy (Potong Pasir),Day Rehabilitation,"2 Tai Thong Cres, #01-22 The Venue Shoppes, Singapore 347836",347836,+65 8113 4164,Monday: 9:00 AM – 8:00 PM; Tuesday: 9:00 AM – 8:00 PM; Wednesday: 9:00 AM – 8:00 PM; Thursday: 9:00 AM – 8:00 PM; Friday: 9:00 AM – 8:00 PM; Saturday: 9:00 AM – 3:00 PM; Sunday: Closed,Type: Physical therapist | Website: https://www.raphaphysiotherapy.com.sg/
Rapid Physiocare @ Paya Lebar,Day Rehabilitation,"1 Paya Lebar Link #01-06 PLQ2, Paya Lebar Quarter, Singapore 408533",408533,+65 6904 4900,Monday: 8:00 AM – 7:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 8:00 AM – 7:00 PM; Saturday: 8:00 AM – 5:00 PM; Sunday: 8:00 AM – 5:00 PM,Type: Physical therapist | Website: https://rapidphysiocare.com/
Red Cross Day Activity Centre for the Disabled,Day Rehabilitation,"536 Jurong West Street 52, #01-497 Block 536, Singapore 640536",640536,+65 6262 4062,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,Type: Association / Organization | Website: https://redcross.sg/get-assistance/day-activity-centre-for-the-disabled.html
Rehab Alliance | K.H.Poon Physiotherapy,Day Rehabilitation,"25 Joo Chiat Pl, Singapore 427751",427751,+65 6344 6345,Monday: 9:00 AM – 7:00 PM; Tuesday: 9:00 AM – 7:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 9:00 AM – 7:00 PM; Friday: 9:00 AM – 7:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: Closed,Type: Medical clinic | Website: http://www.rehaballiance.sg/
Rehab Mart Chinatown,Day Rehabilitation,"101 Upper Cross St People's Park Centre #03-03, Singapore 058357",058357,+65 6324 7077,Monday: 11:00 AM – 7:00 PM; Tuesday: 11:00 AM – 7:00 PM; Wednesday: 11:00 AM – 7:00 PM; Thursday: 11:00 AM – 7:00 PM; Friday: 11:00 AM – 7:00 PM; Saturday: 11:00 AM – 5:00 PM; Sunday: 11:00 AM – 5:00 PM,Type: Health | Website: http://www.rehabmart.sg/
Rehab Singapore - Drug and Alcohol Addiction at The Cabin,Day Rehabilitation,"Geylang, Singapore",,+65 3158 7621,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,Type: Health | Website: https://www.thecabinsingapore.com.sg/
Rehabilitation Centre,Day Rehabilitation,"820 Thomson Rd, Singapore 574623",574623,+65 6347 6203,,Type: Point of interest | Google Maps: https://maps.google.com/?cid=6885377262201541122&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Religious Rehabilitation Group (RRG),Day Rehabilitation,"583 Geylang Rd, Singapore 389522",389522,+65 6747 5607,Monday: 5:27 AM – 8:33 PM; Tuesday: 5:27 AM – 8:33 PM; Wednesday: 5:27 AM – 8:33 PM; Thursday: 5:27 AM – 8:33 PM; Friday: 5:27 AM – 8:33 PM; Saturday: 5:27 AM – 8:33 PM; Sunday: 5:27 AM – 8:33 PM,Type: Non-profit organization | Website: https://www.rrg.sg/feedback-contact-us/
Robotic Physiotherapy & Rehab Centre - KJ Therapy,Day Rehabilitation,"10 Sinaran Dr, #03-80 Square 2, Singapore 307506",307506,+65 9750 4888,Monday: 10:00 AM – 7:00 PM; Tuesday: 10:00 AM – 7:00 PM; Wednesday: 10:00 AM – 7:00 PM; Thursday: 10:00 AM – 7:00 PM; Friday: 10:00 AM – 7:00 PM; Saturday: 10:00 AM – 7:00 PM; Sunday: 10:00 AM – 7:00 PM,Type: Health | Website: https://www.kjtherapysg.com/
Royal Healthcare @ Royal Square Medical Centre,Day Rehabilitation,"101 Irrawaddy Rd, Level 7 Royal Square Medical Centre, Singapore 329565",329565,+65 6931 8000,Monday: 8:30 AM – 6:00 PM; Tuesday: 8:30 AM – 6:00 PM; Wednesday: 8:30 AM – 6:00 PM; Thursday: 8:30 AM – 6:00 PM; Friday: 8:30 AM – 6:00 PM; Saturday: 8:30 AM – 1:00 PM; Sunday: Closed,Type: Medical Center | Website: https://royal-healthcare.com/
SAMH Activity Hub,Day Rehabilitation,"8 Buangkok Green, Singapore 539752",539752,+65 6315 6778,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,Type: Medical clinic | Website: http://www.samhealth.org.sg/
SAMH YouthReach,Day Rehabilitation,"298 Tiong Bahru Rd, #10-06 Central Plaza, Singapore 168730",168730,+65 8034 8528,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,Type: Government office | Google Maps: https://maps.google.com/?cid=5918869479583163111&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
SG Rehab Pte Ltd,Day Rehabilitation,"944 Tampines Ave 5, Singapore 520944",520944,+65 6980 0858,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,Type: Services | Website: http://www.sgrehab.com/
SGH Rehabilitation Centre,Day Rehabilitation,"10 Hospital Blvd, OCH Level 4, Singapore 168582",168582,+65 6321 4377,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 6:00 PM; Saturday: 8:00 AM – 1:00 PM; Sunday: Closed,Type: Health | Website: https://www.sgh.com.sg/patient-care/specialties-services/Rehabilitation-Centre
SPD Headquarters,Day Rehabilitation,"2 Peng Nguan St, Singapore 168955",168955,+65 6579 0700,Monday: 8:30 AM – 6:00 PM; Tuesday: 8:30 AM – 6:00 PM; Wednesday: 8:30 AM – 6:00 PM; Thursday: 8:30 AM – 6:00 PM; Friday: 8:30 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,Type: Association / Organization | Website: http://www.spd.org.sg/
"Saldo Rehabilitation (Physio, OT, ST)",Day Rehabilitation,"320 Serangoon Rd, #09-12 Centrium Square Office Tower, Singapore 218108",218108,+65 8756 4616,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: Closed,Type: Medical clinic | Website: http://www.saldorehab.com/
Salem Welfare Services Ltd,Day Rehabilitation,"323 Yishun Central, #01-271, Singapore 760323",760323,+65 6755 1770,Monday: 8:00 AM – 5:30 PM; Tuesday: 8:00 AM – 5:30 PM; Wednesday: 8:00 AM – 5:30 PM; Thursday: 8:00 AM – 5:30 PM; Friday: 8:00 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,Type: Health | Google Maps: https://maps.google.com/?cid=4798173011639520525&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
SingHealth Polyclinics - Sengkang,Day Rehabilitation,"2 Sengkang Square, #01-06, Singapore 545025",545025,+65 6643 6969,"Monday: 8:00 AM – 1:00 PM, 2:00 – 4:30 PM; Tuesday: 8:00 AM – 1:00 PM, 2:00 – 4:30 PM; Wednesday: 8:00 AM – 1:00 PM, 2:00 – 4:30 PM; Thursday: 8:00 AM – 1:00 PM, 2:00 – 4:30 PM; Friday: 8:00 AM – 1:00 PM, 2:00 – 4:30 PM; Saturday: 8:00 AM – 12:30 PM; Sunday: Closed",Type: Government office | Website: https://polyclinic.singhealth.com.sg/
Singapore Association for Mental Health (SAMH) - Oasis Day Centre,Day Rehabilitation,"Potong Pasir Ave 3, #01-132 Block 139, Singapore 350139",350139,+65 6282 6332,,Type: Medical clinic | Google Maps: https://maps.google.com/?cid=1525586891816167950&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Singapore Association for Mental Health (SAMH) Head Office,Day Rehabilitation,"139 Potong Pasir Ave 3, #01-136, Singapore 350139",350139,+65 6255 3222,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,Type: Non-profit organization | Website: http://www.samhealth.org.sg/
Singapore Heart Foundation Heart Wellness Centre @ Bishan,Day Rehabilitation,"9 Bishan Pl, #07-01 Junction 8 (Office Tower, Singapore 579837",579837,+65 6354 9340,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: 8:30 AM – 12:30 PM; Sunday: Closed,Type: Non-profit organization | Website: https://www.myheart.org.sg/
Special Learners,Day Rehabilitation,"450 Clementi Ave 3, #02-293, Singapore 120450",120450,+65 8911 5008,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: Closed,Type: Educational institution | Website: https://speciallearners.com/
"Specialist Physio Jonathan, Central Singapore",Day Rehabilitation,"275 Thomson Rd, #01-12 Novena Regency, Singapore 307645",307645,+65 8051 2112,Monday: 8:00 AM – 9:00 PM; Tuesday: 8:00 AM – 9:00 PM; Wednesday: 8:00 AM – 9:00 PM; Thursday: 8:00 AM – 9:00 PM; Friday: 8:00 AM – 9:00 PM; Saturday: 8:00 AM – 9:00 PM; Sunday: 2:30 – 6:30 PM,Type: Physical therapist | Website: http://www.physiojonathan.com/
Specialist Rehab (Novena),Day Rehabilitation,"10 Sinaran Dr, #10-23 Medical Centre, Singapore 307506",307506,+65 9730 5579,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: Closed,Type: Physical therapist | Website: https://www.specialistrehabclinic.com/
St Luke's ElderCare Day Rehabilitation Centre @ Salem,Day Rehabilitation,"Blk 323 Yishun Central, #01-271, Singapore 760323",760323,+65 6993 0605,,Type: Services | Website: https://www.slec.org.sg/
St Luke's Hospital Day Rehabilitation Centre,Day Rehabilitation,"St Luke's Hospital, Singapore 659674",659674,+65 6895 3205,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,Type: Health | Website: https://www.slh.org.sg/services-and-facilities/day-rehabilitation-centre/
St. Andrew's Nursing Home (Tampines North),Day Rehabilitation,"10 Tampines St 62, Singapore 528519",528519,+65 6329 8330,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,Type: Health | Website: https://www.sanh.org.sg/
Stroke Support Station,Day Rehabilitation,"1 Jurong West Central 2, #06-01, Singapore 648886",648886,+65 6256 7129,,Type: Non-profit organization | Website: http://www.s3.org.sg/contact-us
Stroke Support Station,Day Rehabilitation,"20 Lengkok Bahru, #01-04 Playground, Singapore 159053",159053,+65 6473 3500,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,Type: Non-profit organization | Website: http://www.s3.org.sg/
Sunlove Community Day Rehab Center,Day Rehabilitation,"89 Hougang Ave 4, Singapore 538829",538829,+65 6386 0274,,Type: Health | Google Maps: https://maps.google.com/?cid=9115001682015003005&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
THK Children’s Therapy Space @ Queenstown,Day Rehabilitation,"150A Mei Chin Rd, #02-01, Singapore 140150",140150,+65 6471 4285,Monday: 8:30 AM – 6:00 PM; Tuesday: 8:30 AM – 6:00 PM; Wednesday: 8:30 AM – 6:00 PM; Thursday: 8:30 AM – 6:00 PM; Friday: 8:30 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,Website: https://www.thkmc.org.sg/for-persons-with-therapy-needs/thk-children-therapy-spaces/
THK Day Rehabilitation Centre @ AMK 257,Day Rehabilitation,"257 Ang Mo Kio Avenue 4, #01-67, HDB Kebun Baru View, 257 Ang Mo Kio Ave 4, #12-105 Block 257, Singapore 560257",560257,+65 6459 9139,,Type: Health | Website: http://www.thkmc.org.sg/
THK Therapy Space @ Bukit Timah,Day Rehabilitation,"20 Toh Yi Dr, #04-01, Singapore 596569",596569,+65 8666 9228,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,Type: Health | Website: http://www.thkmc.org.sg/
Teen Challenge (Singapore),Day Rehabilitation,"735 Old Choa Chu Kang Rd, Singapore 699798",699798,+65 6793 7933,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: 9:00 AM – 5:00 PM,Type: Association / Organization | Website: http://teenchallenge.org.sg/
The Halfway House,Day Rehabilitation,"30 Durban Rd, Singapore 759642",759642,+65 6753 9730,,Type: Health | Google Maps: https://maps.google.com/?cid=14926070048880494360&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
The Physio Circle @ Bukit Timah,Day Rehabilitation,"21 Lor Kilat, #01-02 Sun Court, Singapore 598123",598123,+65 8949 3736,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: 9:00 AM – 1:30 PM; Sunday: Closed,Type: Physical therapist | Website: https://www.physiocircle.sg/
The Physio Circle @ Serangoon,Day Rehabilitation,"480 Upper Serangoon Rd, Singapore 534515",534515,+65 8949 3736,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 6:00 PM; Saturday: 9:00 AM – 1:30 PM; Sunday: Closed,Type: Physical therapist | Website: http://www.physiocircle.sg/
The Rehab Circle Ltd,Day Rehabilitation,"Jurong West Street 91, #01-729 Block 952, Singapore 640952",640952,+65 8083 9570,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,Type: Health | Website: https://therehabcircle.sg/
The Rehab Lab (Sports & Spine Physiotherapy Clinic),Day Rehabilitation,"60 Tessensohn Rd, #02-00 Civil Service Club, Singapore 217664",217664,+65 8057 1800,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 1:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: Closed,Type: Physical therapist | Website: https://www.therehablabsg.com/
Toh & Yip TCM and Physiotherapy,Day Rehabilitation,"Blk 4 Sago Ln, #02-125, Singapore 050004",050004,,Monday: Closed; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 3:00 PM; Sunday: 9:00 AM – 3:00 PM,Type: Medical clinic | Website: http://tytcmphysio.com.sg/
